650	602
650	607
649	608
649	610
649	611
649	611
649	612
649	612
649	613
649	614
649	616
649	618
649	619
649	619
649	619
649	619
649	619
649	619
649	619
649	619
649	619
649	619
649	619
649	620
649	622
649	625
649	630
649	633
649	637
649	637
649	637
649	637
649	637
650	638
650	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
651	638
652	638
655	639
659	639
660	640
660	640
660	640
660	640
660	640
660	640
660	640
661	642
662	643
663	644
665	646
666	647
669	648
670	649
672	649
673	650
673	650
673	650
673	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
674	650
676	651
677	653
678	654
679	656
679	656
679	658
680	658
680	659
681	659
681	660
681	661
682	664
682	665
682	666
683	667
683	667
683	668
683	668
683	668
683	668
683	668
684	668
684	668
684	668
684	668
684	668
684	668
684	668
684	668
684	668
684	667
684	667
687	664
687	663
687	661
688	660
689	660
689	659
690	657
690	656
691	654
692	653
692	652
692	649
693	646
693	644
693	643
693	641
693	641
693	639
693	637
693	636
692	635
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	634
692	635
692	636
692	638
692	639
692	642
692	645
692	645
692	646
692	646
692	646
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
692	647
694	646
701	639
707	629
716	611
728	578
731	553
739	530
748	505
770	459
784	433
800	405
823	361
840	330
856	297
877	244
894	195
930	124
990	51
1023	23
1055	10
1078	4
1090	3
1094	3
1100	4
1106	7
1114	10
1121	12
1131	15
1136	15
1137	15
1137	15
1138	15
1140	15
1149	9
1165	-4
1165	-4
1170	-8
1170	-8
1176	-15
1176	-15
1176	-15
1178	-17
1181	-25
1181	-25
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1181	-26
1180	-25
1180	-25
1180	-25
1179	-24
1179	-24
1179	-24
1179	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
1178	-24
